Row Labels;Sum of daily unique entries
12;87
13;81
14;59
15;93
16;96
17;122
18;145
19;135
20;90
21;46
22;18
14 June 2019;575
3;0
4;0
6;1
7;51
8;62
9;68
10;50
11;65
12;121
13;108
14;80
15;83
16;113
17;107
18;106
19;85
20;61
21;30
22;6
15 June 2019;318
3;0
7;1
8;31
9;40
10;50
11;36
12;57
13;72
14;51
15;49
16;73
17;65
18;56
19;55
20;23
16 June 2019;288
8;27
9;31
10;35
11;43
12;56
13;51
14;43
15;44
16;46
17;60
18;67
19;62
20;6
17 June 2019;623
6;4
7;49
8;75
9;60
10;49
11;56
12;130
13;104
14;90
15;84
16;114
17;140
18;133
19;101
20;69
21;29
22;5
18 June 2019;632
3;0
6;1
7;71
8;80
9;67
10;43
11;65
12;100
13;96
14;100
15;80
16;111
17;122
18;143
19;91
20;74
21;45
22;5
19 June 2019;620
3;0
6;3
7;54
8;74
9;60
10;47
11;76
12;131
13;121
14;89
15;89
16;103
17;127
18;142
19;78
20;49
21;37
22;2
20 June 2019;557
6;2
7;51
8;62
9;43
10;54
11;68
12;98
13;91
14;73
15;79
16;106
17;126
18;100
19;120
20;68
21;35
22;7
21 June 2019;530
6;2
7;47
8;67
9;70
10;53
11;71
12;118
13;104
14;65
15;53
16;88
17;101
18;107
19;77
20;39
21;30
22;2
22 June 2019;246
7;1
8;26
9;25
10;45
11;48
12;49
13;32
14;44
15;44
16;33
17;43
18;52
19;41
20;9
23 June 2019;273
7;1
8;28
9;33
10;41
11;46
12;53
13;66
14;42
15;33
16;52
17;60
18;52
19;52
20;5
24 June 2019;603
6;2
7;44
8;73
9;61
10;40
11;62
12;123
13;115
14;81
15;65
16;97
17;137
18;129
19;109
20;71
21;37
22;6
25 June 2019;552
6;3
7;55
8;73
9;65
10;41
11;44
12;101
13;84
14;81
15;75
16;96
17;109
18;126
19;80
20;62
21;31
26 June 2019;550
6;2
7;55
8;68
9;64
10;56
11;58
12;94
13;81
14;88
15;88
16;95
17;116
18;128
19;71
20;44
21;34
22;5
27 June 2019;479
6;0
7;45
8;61
9;57
10;46
11;49
12;85
13;89
14;54
15;56
16;64
17;97
18;112
19;94
20;73
21;30
22;7
28 June 2019;453
6;2
7;49
8;69
9;53
10;34
11;46
12;93
13;65
14;66
15;57
16;73
17;99
18;106
19;64
20;49
21;34
22;7
29 June 2019;164
7;4
8;36
9;38
10;37
11;43
12;39
13;39
14;44
15;43
16;15
30 June 2019;155
2;0
7;2
8;24
9;28
10;31
11;31
12;48
13;49
14;54
15;47
16;14
01 July 2019;506
6;1
7;40
8;62
9;64
10;41
11;59
12;110
13;96
14;65
15;66
16;68
17;126
18;124
19;96
20;27
02 July 2019;499
4;0
6;3
7;52
8;59
9;58
10;42
11;48
12;109
13;93
14;82
15;60
16;98
17;100
18;126
19;94
20;10
03 July 2019;480
4;0
6;2
7;41
8;59
9;47
10;43
11;68
12;83
13;94
14;66
15;71
16;70
17;143
18;128
19;101
20;21
04 July 2019;430
6;3
7;50
8;58
9;53
10;45
11;48
12;81
13;71
14;49
15;57
16;79
17;108
18;110
19;84
20;7
05 July 2019;384
6;2
7;45
8;59
9;54
10;37
11;41
12;77
13;54
14;64
15;49
16;63
17;85
18;106
19;64
20;15
06 July 2019;177
7;1
8;27
9;32
10;51
11;50
12;51
13;46
14;39
15;41
16;11
17;1
18;1
23;0
07 July 2019;162
0;0
3;0
4;0
7;2
8;15
9;20
10;32
11;35
12;45
13;62
14;49
15;59
16;23
08 July 2019;453
0;0
6;2
7;45
8;70
9;66
10;39
11;43
12;88
13;79
14;59
15;44
16;56
17;109
18;134
19;96
20;16
09 July 2019;475
6;2
7;48
8;72
9;70
10;48
11;47
12;99
13;89
14;73
15;53
16;77
17;102
18;102
19;90
20;8
10 July 2019;476
6;3
7;40
8;62
9;57
10;36
11;48
12;102
13;78
14;68
15;61
16;78
17;139
18;112
19;93
20;15
23;0
11 July 2019;429
2;0
3;0
6;3
7;42
8;67
9;44
10;49
11;55
12;84
13;75
14;58
15;51
16;74
17;113
18;102
19;79
20;18
12 July 2019;464
6;3
7;49
8;62
9;74
10;51
11;45
12;93
13;76
14;77
15;60
16;78
17;116
18;112
19;84
20;24
23;0
13 July 2019;171
1;0
8;26
9;33
10;37
11;41
12;48
13;48
14;53
15;49
16;24
14 July 2019;161
0;0
7;2
8;17
9;21
10;37
11;42
12;40
13;56
14;49
15;48
16;15
15 July 2019;557
1;0
2;0
3;0
6;3
7;48
8;69
9;67
10;41
11;56
12;109
13;95
14;88
15;90
16;106
17;141
18;145
19;101
20;33
16 July 2019;506
3;0
6;4
7;68
8;80
9;68
10;43
11;47
12;90
13;83
14;65
15;63
16;88
17;110
18;144
19;102
20;16
23;0
17 July 2019;518
6;3
7;47
8;59
9;60
10;43
11;65
12;96
13;79
14;65
15;71
16;92
17;140
18;154
19;91
20;29
18 July 2019;453
3;0
6;2
7;58
8;74
9;45
10;46
11;48
12;83
13;89
14;69
15;48
16;71
17;111
18;120
19;103
20;25
19 July 2019;411
6;1
7;31
8;57
9;45
10;48
11;48
12;92
13;67
14;55
15;59
16;74
17;100
18;99
19;69
20;8
22;1
20 July 2019;179
2;0
7;1
8;17
9;33
10;44
11;42
12;55
13;47
14;49
15;55
16;20
21 July 2019;163
4;0
7;2
8;15
9;24
10;35
11;41
12;46
13;60
14;45
15;56
16;11
23;0
22 July 2019;543
6;3
7;50
8;77
9;78
10;43
11;61
12;110
13;105
14;78
15;80
16;89
17;150
18;122
19;112
20;26
23 July 2019;496
6;1
7;65
8;72
9;64
10;41
11;48
12;85
13;90
14;74
15;70
16;96
17;116
18;131
19;94
20;24
24 July 2019;561
6;4
7;63
8;83
9;73
10;63
11;73
12;93
13;76
14;64
15;70
16;81
17;154
18;134
19;110
20;32
25 July 2019;413
0;0
6;3
7;61
8;70
9;57
10;48
11;39
12;63
13;80
14;48
15;52
16;71
17;97
18;98
19;84
20;12
22;0
26 July 2019;413
6;2
7;52
8;70
9;75
10;57
11;44
12;78
13;62
14;52
15;46
16;74
17;103
18;92
19;71
20;8
27 July 2019;154
6;1
7;1
8;13
9;26
10;40
11;42
12;49
13;45
14;49
15;52
16;6
28 July 2019;140
7;1
8;12
9;21
10;28
11;34
12;38
13;50
14;48
15;48
16;11
29 July 2019;493
6;2
7;39
8;61
9;50
10;26
11;47
12;112
13;95
14;59
15;72
16;83
17;127
18;115
19;102
20;21
22;0
30 July 2019;494
6;2
7;54
8;79
9;68
10;32
11;32
12;94
13;91
14;71
15;61
16;75
17;120
18;133
19;91
20;32
31 July 2019;502
6;3
7;41
8;69
9;60
10;40
11;68
12;114
13;98
14;64
15;68
16;84
17;133
18;132
19;77
20;17
01 August 2019;445
6;3
7;54
8;68
9;57
10;46
11;46
12;84
13;81
14;58
15;63
16;76
17;107
18;127
19;83
20;10
02 August 2019;429
0;0
3;0
6;1
7;52
8;69
9;62
10;32
11;48
12;93
13;79
14;50
15;54
16;67
17;93
18;113
19;83
20;31
03 August 2019;147
3;0
7;2
8;14
9;18
10;30
11;36
12;48
13;44
14;49
15;46
16;14
04 August 2019;144
3;0
8;9
9;21
10;34
11;33
12;36
13;46
14;50
15;53
16;11
05 August 2019;484
3;0
6;3
7;37
8;56
9;61
10;33
11;59
12;105
13;88
14;65
15;59
16;77
17;125
18;144
19;98
20;13
06 August 2019;499
6;2
7;52
8;68
9;61
10;43
11;51
12;97
13;102
14;73
15;50
16;77
17;123
18;131
19;98
20;15
21;1
07 August 2019;473
6;3
7;39
8;46
9;46
10;39
11;55
12;104
13;100
14;60
15;57
16;87
17;123
18;122
19;80
20;7
08 August 2019;413
3;0
6;2
7;44
8;58
9;57
10;41
11;47
12;83
13;90
14;61
15;43
16;56
17;85
18;114
19;83
20;19
09 August 2019;409
6;2
7;49
8;58
9;54
10;47
11;58
12;103
13;85
14;56
15;52
16;72
17;95
18;96
19;59
20;12
10 August 2019;162
7;2
8;21
9;27
10;38
11;42
12;45
13;51
14;47
15;50
16;15
11 August 2019;139
7;3
8;15
9;23
10;35
11;32
12;38
13;48
14;42
15;39
16;4
12 August 2019;443
6;2
7;31
8;58
9;55
10;28
11;46
12;87
13;69
14;49
15;60
16;66
17;130
18;119
19;94
20;3
13 August 2019;477
6;3
7;56
8;60
9;63
10;36
11;45
12;101
13;98
14;65
15;43
16;76
17;95
18;139
19;103
20;18
21;2
14 August 2019;454
3;0
6;2
7;51
8;57
9;59
10;44
11;58
12;89
13;82
14;60
15;61
16;70
17;111
18;118
19;78
20;17
15 August 2019;375
7;46
8;53
9;47
10;38
11;47
12;72
13;74
14;40
15;40
16;54
17;90
18;98
19;72
20;14
21;1
16 August 2019;370
6;2
7;33
8;44
9;52
10;36
11;42
12;97
13;81
14;47
15;43
16;77
17;90
18;88
19;60
20;16
17 August 2019;145
3;0
7;3
8;18
9;25
10;33
11;31
12;47
13;43
14;48
15;44
16;2
18 August 2019;138
7;2
8;11
9;17
10;24
11;32
12;39
13;45
14;50
15;47
16;16
18;0
19 August 2019;462
4;0
6;2
7;40
8;59
9;56
10;33
11;57
12;98
13;97
14;71
15;58
16;77
17;111
18;116
19;83
20;12
20 August 2019;458
6;1
7;55
8;54
9;48
10;27
11;36
12;90
13;88
14;70
15;67
16;92
17;109
18;137
19;92
20;21
21 August 2019;421
6;3
7;49
8;61
9;55
10;33
11;45
12;90
13;82
14;40
15;47
16;58
17;101
18;113
19;86
20;15
22 August 2019;404
6;2
7;40
8;61
9;51
10;38
11;47
12;73
13;77
14;51
15;57
16;71
17;91
18;118
19;85
20;13
23 August 2019;376
6;2
7;50
8;52
9;60
10;31
11;39
12;89
13;65
14;50
15;38
16;64
17;83
18;85
19;74
20;16
24 August 2019;116
7;2
8;22
9;26
10;25
11;26
12;36
13;34
14;35
15;38
16;11
25 August 2019;133
2;0
7;2
8;18
9;27
10;24
11;31
12;39
13;43
14;40
15;47
16;5
26 August 2019;119
8;2
9;23
10;32
11;28
12;35
13;24
14;34
15;31
16;30
17;6
18;1
27 August 2019;437
6;2
7;47
8;60
9;48
10;33
11;39
12;77
13;79
14;76
15;56
16;69
17;105
18;121
19;96
20;15
28 August 2019;461
6;3
7;46
8;56
9;51
10;57
11;57
12;93
13;82
14;46
15;63
16;79
17;128
18;130
19;81
20;12
29 August 2019;385
6;2
7;37
8;52
9;46
10;47
11;47
12;71
13;61
14;39
15;43
16;57
17;98
18;117
19;80
20;9
30 August 2019;406
6;1
7;53
8;52
9;58
10;40
11;53
12;92
13;71
14;56
15;50
16;66
17;97
18;90
19;64
20;22
22;0
31 August 2019;175
7;2
8;22
9;34
10;49
11;41
12;47
13;56
14;51
15;54
16;6
17;0
01 September 2019;129
8;11
9;17
10;24
11;37
12;42
13;46
14;39
15;41
16;5
02 September 2019;427
6;3
7;45
8;57
9;54
10;29
11;53
12;98
13;92
14;56
15;55
16;61
17;108
18;106
19;76
20;3
03 September 2019;423
6;3
7;45
8;65
9;56
10;38
11;34
12;91
13;93
14;68
15;51
16;74
17;103
18;92
19;61
20;22
04 September 2019;439
6;2
7;40
8;69
9;53
10;53
11;63
12;89
13;82
14;61
15;67
16;70
17;101
18;100
19;79
20;14
05 September 2019;415
4;0
6;2
7;46
8;58
9;51
10;44
11;47
12;79
13;75
14;63
15;49
16;67
17;84
18;105
19;79
20;5
06 September 2019;343
6;2
7;53
8;58
9;53
10;32
11;30
12;84
13;74
14;45
15;37
16;55
17;78
18;76
19;45
20;16
07 September 2019;144
7;1
8;18
9;25
10;31
11;47
12;42
13;44
14;39
15;43
16;12
08 September 2019;152
7;2
8;17
9;34
10;33
11;31
12;51
13;55
14;41
15;42
16;10
09 September 2019;418
6;3
7;36
8;60
9;56
10;22
11;59
12;92
13;84
14;49
15;50
16;55
17;100
18;100
19;80
20;7
21;1
10 September 2019;468
6;4
7;46
8;64
9;53
10;41
11;37
12;95
13;101
14;78
15;65
16;86
17;95
18;105
19;78
20;20
11 September 2019;441
6;2
7;52
8;67
9;39
10;38
11;60
12;94
13;83
14;75
15;60
16;59
17;88
18;97
19;75
20;16
23;1
12 September 2019;383
3;0
6;2
7;39
8;51
9;45
10;41
11;49
12;61
13;59
14;56
15;61
16;83
17;99
18;104
19;55
20;9
13 September 2019;384
6;2
7;46
8;55
9;46
10;36
11;41
12;76
13;74
14;76
15;60
16;75
17;72
18;75
19;55
20;20
14 September 2019;144
7;2
8;30
9;19
10;40
11;28
12;46
13;48
14;36
15;32
16;9
15 September 2019;149
7;2
8;21
9;30
10;30
11;32
12;41
13;38
14;52
15;49
16;5
16 September 2019;468
6;1
7;48
8;55
9;32
10;25
11;49
12;75
13;89
14;64
15;63
16;72
17;128
18;123
19;89
20;15
17 September 2019;493
5;1
6;2
7;46
8;56
9;71
10;48
11;48
12;92
13;112
14;79
15;53
16;85
17;109
18;118
19;86
20;25
18 September 2019;466
6;2
7;44
8;57
9;54
10;51
11;68
12;101
13;94
14;72
15;88
16;74
17;113
18;106
19;68
20;4
19 September 2019;445
6;2
7;44
8;59
9;46
10;54
11;46
12;84
13;86
14;62
15;72
16;76
17;107
18;122
19;71
20;4
20 September 2019;394
2;0
6;1
7;48
8;62
9;66
10;43
11;44
12;82
13;67
14;58
15;45
16;66
17;79
18;89
19;66
20;3
21 September 2019;172
7;2
8;25
9;35
10;44
11;43
12;58
13;46
14;44
15;40
16;16
22 September 2019;183
2;0
7;1
8;23
9;33
10;41
11;41
12;41
13;48
14;55
15;62
16;19
23;0
23 September 2019;442
1;0
2;0
3;0
6;2
7;53
8;78
9;76
10;33
11;76
12;112
13;32
14;2
15;10
16;101
17;118
18;113
19;82
20;4
24 September 2019;503
6;3
7;46
8;63
9;59
10;41
11;52
12;89
13;99
14;86
15;69
16;97
17;111
18;132
19;79
20;39
25 September 2019;485
1;0
6;3
7;44
8;55
9;52
10;65
11;69
12;97
13;97
14;78
15;87
16;78
17;104
18;106
19;84
20;14
26 September 2019;476
6;2
7;48
8;74
9;61
10;63
11;63
12;74
13;75
14;53
15;74
16;106
17;100
18;121
19;85
20;10
27 September 2019;470
6;2
7;37
8;54
9;63
10;51
11;67
12;111
13;92
14;74
15;71
16;81
17;98
18;100
19;86
20;15
28 September 2019;260
2;0
3;0
7;3
8;26
9;45
10;50
11;41
12;58
13;55
14;56
15;71
16;53
17;31
18;30
19;17
20;9
29 September 2019;363
7;2
8;38
9;49
10;60
11;80
12;77
13;87
14;76
15;73
16;57
17;53
18;48
19;25
20;3
30 September 2019;782
6;2
7;79
8;112
9;112
10;69
11;97
12;122
13;110
14;82
15;137
16;145
17;180
18;159
19;110
20;57
21;20
22;19
01 October 2019;792
6;2
7;78
8;97
9;93
10;82
11;70
12;120
13;102
14;119
15;152
16;203
17;192
18;137
19;113
20;75
21;32
22;10
02 October 2019;809
6;2
7;62
8;91
9;68
10;70
11;116
12;200
13;179
14;112
15;76
16;103
17;100
18;88
19;60
20;36
21;25
22;4
03 October 2019;843
6;3
7;65
8;90
9;68
10;67
11;77
12;113
13;124
14;104
15;110
16;199
17;229
18;213
19;149
20;101
21;26
22;22
04 October 2019;879
6;2
7;69
8;80
9;83
10;59
11;79
12;128
13;139
14;121
15;140
16;216
17;190
18;229
19;97
20;104
21;40
22;15
05 October 2019;502
1;0
7;2
8;50
9;64
10;91
11;84
12;88
13;82
14;69
15;79
16;115
17;105
18;105
19;64
20;47
23;1
06 October 2019;483
7;2
8;26
9;53
10;62
11;75
12;66
13;77
14;87
15;98
16;94
17;131
18;108
19;58
20;57
07 October 2019;1019
6;5
7;92
8;124
9;107
10;86
11;112
12;156
13;142
14;107
15;130
16;194
17;220
18;227
19;213
20;126
21;45
22;15
08 October 2019;1008
6;3
7;90
8;116
9;99
10;72
11;94
12;169
13;124
14;138
15;140
16;212
17;207
18;193
19;176
20;108
21;54
22;7
09 October 2019;896
2;0
6;2
7;78
8;98
9;89
10;85
11;120
12;234
13;199
14;155
15;155
16;138
17;137
18;149
19;114
20;67
21;38
22;1
10 October 2019;858
6;2
7;65
8;105
9;85
10;66
11;74
12;120
13;120
14;95
15;86
16;123
17;164
18;223
19;192
20;149
21;74
22;27
11 October 2019;882
6;1
7;63
8;94
9;108
10;63
11;79
12;159
13;152
14;100
15;114
16;174
17;186
18;222
19;117
20;100
21;33
22;30
12 October 2019;507
8;37
9;57
10;73
11;77
12;67
13;65
14;68
15;76
16;102
17;117
18;135
19;95
20;32
13 October 2019;512
2;0
7;2
8;34
9;48
10;61
11;76
12;73
13;83
14;88
15;80
16;102
17;129
18;137
19;98
20;44
23;1
14 October 2019;1001
6;3
7;82
8;125
9;98
10;67
11;116
12;142
13;121
14;112
15;114
16;159
17;198
18;242
19;201
20;150
21;71
22;49
15 October 2019;1057
6;2
7;99
8;133
9;121
10;88
11;92
12;168
13;151
14;132
15;123
16;193
17;207
18;189
19;186
20;151
21;68
22;17
16 October 2019;841
6;4
7;74
8;84
9;78
10;78
11;105
12;173
13;173
14;125
15;164
16;135
17;144
18;147
19;120
20;82
21;63
22;6
17 October 2019;854
6;2
7;80
8;108
9;69
10;67
11;65
12;95
13;97
14;92
15;95
16;138
17;186
18;208
19;181
20;159
21;91
22;31
18 October 2019;954
0;0
6;2
7;72
8;87
9;74
10;59
11;94
12;158
13;131
14;116
15;106
16;215
17;230
18;252
19;144
20;137
21;57
22;44
19 October 2019;486
7;1
8;32
9;55
10;77
11;68
12;84
13;69
14;77
15;85
16;97
17;95
18;121
19;100
20;22
20 October 2019;455
7;1
8;30
9;46
10;73
11;73
12;65
13;65
14;64
15;64
16;75
17;111
18;106
19;86
20;34
21 October 2019;971
6;2
7;81
8;95
9;90
10;55
11;94
12;129
13;119
14;98
15;107
16;170
17;221
18;236
19;232
20;161
21;100
22;43
22 October 2019;915
6;1
7;80
8;115
9;87
10;76
11;87
12;133
13;144
14;125
15;113
16;145
17;162
18;178
19;191
20;170
21;71
22;13
23 October 2019;894
6;2
7;63
8;93
9;78
10;68
11;97
12;183
13;177
14;121
15;154
16;172
17;192
18;150
19;131
20;92
21;96
22;9
24 October 2019;824
6;2
7;75
8;92
9;70
10;63
11;73
12;116
13;110
14;83
15;105
16;113
17;183
18;222
19;163
20;155
21;68
22;43
25 October 2019;860
6;2
7;68
8;79
9;90
10;63
11;70
12;141
13;138
14;101
15;95
16;170
17;185
18;224
19;134
20;134
21;53
22;45
26 October 2019;438
7;1
8;34
9;50
10;70
11;57
12;75
13;73
14;70
15;72
16;92
17;78
18;107
19;82
20;32
27 October 2019;450
7;1
8;35
9;54
10;59
11;43
12;59
13;62
14;63
15;83
16;89
17;109
18;124
19;69
20;63
28 October 2019;996
3;0
6;1
7;65
8;100
9;95
10;76
11;111
12;127
13;126
14;102
15;128
16;164
17;225
18;202
19;191
20;166
21;83
22;18
29 October 2019;966
3;0
6;2
7;95
8;128
9;92
10;75
11;81
12;152
13;140
14;144
15;115
16;159
17;201
18;212
19;181
20;159
21;60
22;18
30 October 2019;882
6;2
7;84
8;95
9;82
10;78
11;105
12;179
13;165
14;120
15;126
16;130
17;181
18;166
19;132
20;104
21;84
22;13
31 October 2019;809
0;0
6;3
7;76
8;95
9;75
10;62
11;70
12;110
13;105
14;98
15;97
16;129
17;202
18;206
19;146
20;124
21;69
22;16
01 November 2019;909
6;2
7;62
8;72
9;88
10;77
11;83
12;167
13;125
14;101
15;127
16;190
17;221
18;225
19;146
20;131
21;41
22;29
02 November 2019;437
7;2
8;36
9;49
10;57
11;43
12;85
13;79
14;79
15;59
16;81
17;84
18;122
19;75
20;28
03 November 2019;500
7;1
8;29
9;47
10;65
11;83
12;82
13;85
14;69
15;89
16;98
17;106
18;119
19;96
20;58
04 November 2019;978
6;2
7;93
8;112
9;101
10;61
11;111
12;138
13;141
14;109
15;120
16;168
17;225
18;211
19;184
20;152
21;77
22;27
05 November 2019;945
6;3
7;87
8;114
9;95
10;75
11;94
12;150
13;127
14;120
15;122
16;179
17;200
18;199
19;186
20;146
21;75
22;19
06 November 2019;877
6;2
7;75
8;88
9;74
10;75
11;108
12;183
13;168
14;115
15;164
16;146
17;153
18;167
19;128
20;113
21;71
22;4
07 November 2019;868
6;2
7;86
8;96
9;81
10;60
11;74
12;104
13;114
14;92
15;112
16;160
17;199
18;220
19;159
20;151
21;88
22;18
08 November 2019;914
6;1
7;85
8;91
9;114
10;82
11;86
12;139
13;138
14;108
15;105
16;192
17;223
18;209
19;120
20;123
21;38
22;35
09 November 2019;456
4;0
7;3
8;39
9;55
10;66
11;65
12;96
13;105
14;80
15;86
16;94
17;75
18;106
19;70
20;35
22;0
10 November 2019;458
7;4
8;32
9;51
10;58
11;83
12;101
13;81
14;82
15;77
16;86
17;114
18;83
19;81
20;34
11 November 2019;947
3;1
6;3
7;84
8;102
9;105
10;79
11;112
12;141
13;128
14;95
15;97
16;150
17;183
18;208
19;183
20;160
21;90
22;15
12 November 2019;965
6;3
7;97
8;107
9;96
10;59
11;61
12;131
13;140
14;135
15;104
16;142
17;177
18;220
19;209
20;178
21;81
22;28
13 November 2019;896
7;64
8;101
9;82
10;81
11;100
12;174
13;157
14;130
15;150
16;148
17;175
18;155
19;149
20;105
21;65
22;15
14 November 2019;818
6;2
7;84
8;103
9;83
10;54
11;74
12;109
13;86
14;82
15;96
16;143
17;199
18;183
19;139
20;139
21;85
22;19
15 November 2019;876
6;2
7;87
8;101
9;94
10;71
11;82
12;153
13;114
14;112
15;101
16;148
17;193
18;199
19;138
20;122
21;49
22;11
16 November 2019;455
7;1
8;54
9;71
10;75
11;66
12;102
13;76
14;56
15;74
16;81
17;78
18;104
19;83
20;32
17 November 2019;474
7;1
8;29
9;34
10;47
11;59
12;86
13;93
14;72
15;83
16;84
17;110
18;125
19;104
20;18
18 November 2019;987
6;2
7;80
8;104
9;98
10;71
11;93
12;127
13;113
14;96
15;106
16;177
17;204
18;219
19;187
20;181
21;100
22;52
19 November 2019;955
6;2
7;101
8;104
9;84
10;50
11;64
12;135
13;137
14;124
15;118
16;177
17;192
18;218
19;189
20;155
21;77
22;17
20 November 2019;929
6;2
7;71
8;95
9;79
10;64
11;98
12;195
13;200
14;127
15;149
16;157
17;176
18;172
19;137
20;116
21;91
22;11
21 November 2019;819
4;0
6;2
7;87
8;100
9;68
10;65
11;76
12;100
13;96
14;71
15;85
16;125
17;207
18;218
19;163
20;141
21;76
22;23
22 November 2019;908
6;4
7;73
8;95
9;90
10;63
11;78
12;168
13;138
14;105
15;107
16;176
17;218
18;211
19;138
20;125
21;44
22;35
23 November 2019;473
7;1
8;48
9;65
10;89
11;64
12;86
13;79
14;73
15;86
16;93
17;97
18;121
19;74
20;38
24 November 2019;473
5;1
7;1
8;34
9;31
10;56
11;77
12;85
13;92
14;67
15;87
16;89
17;97
18;115
19;97
20;39
25 November 2019;957
6;2
7;79
8;103
9;94
10;65
11;106
12;122
13;127
14;101
15;97
16;175
17;204
18;222
19;179
20;160
21;85
22;49
26 November 2019;959
3;0
6;2
7;99
8;126
9;101
10;79
11;86
12;122
13;107
14;115
15;111
16;181
17;198
18;210
19;200
20;162
21;72
22;25
27 November 2019;896
6;2
7;74
8;91
9;83
10;73
11;112
12;198
13;193
14;114
15;147
16;153
17;167
18;157
19;119
20;119
21;69
22;12
28 November 2019;861
6;2
7;82
8;90
9;78
10;75
11;81
12;118
13;110
14;87
15;106
16;126
17;220
18;211
19;166
20;150
21;76
22;29
29 November 2019;857
2;0
6;2
7;73
8;88
9;77
10;58
11;71
12;149
13;134
14;108
15;106
16;186
17;167
18;180
19;107
20;130
21;56
22;31
23;0
30 November 2019;470
1;0
2;0
3;0
4;0
7;1
8;56
9;69
10;72
11;70
12;96
13;73
14;71
15;83
16;103
17;66
18;91
19;100
20;32
23;1
01 December 2019;430
3;0
7;1
8;23
9;36
10;59
11;67
12;74
13;67
14;68
15;75
16;78
17;91
18;90
19;94
20;21
02 December 2019;875
3;0
6;2
7;69
8;92
9;88
10;60
11;84
12;116
13;106
14;100
15;142
16;176
17;211
18;180
19;151
20;142
21;58
22;32
03 December 2019;898
6;2
7;82
8;101
9;80
10;66
11;63
12;128
13;132
14;123
15;115
16;159
17;180
18;204
19;195
20;127
21;82
22;26
04 December 2019;796
2;0
6;3
7;48
8;82
9;68
10;82
11;104
12;164
13;174
14;121
15;119
16;136
17;164
18;127
19;96
20;84
21;72
22;9
05 December 2019;765
3;0
6;2
7;86
8;99
9;90
10;78
11;88
12;109
13;92
14;80
15;74
16;106
17;136
18;185
19;132
20;108
21;63
22;16
06 December 2019;793
6;2
7;57
8;83
9;80
10;61
11;67
12;126
13;106
14;105
15;90
16;150
17;158
18;193
19;130
20;138
21;45
22;21
07 December 2019;437
7;1
8;60
9;59
10;78
11;62
12;84
13;75
14;70
15;88
16;95
17;61
18;106
19;71
20;32
08 December 2019;447
7;1
8;29
9;65
10;65
11;72
12;82
13;93
14;70
15;83
16;98
17;90
18;89
19;77
20;19
09 December 2019;820
6;2
7;62
8;85
9;81
10;49
11;87
12;114
13;127
14;87
15;120
16;164
17;180
18;179
19;144
20;127
21;75
22;31
10 December 2019;805
6;2
7;72
8;82
9;81
10;75
11;70
12;121
13;110
14;107
15;93
16;123
17;177
18;173
19;158
20;129
21;60
22;12
11 December 2019;725
3;0
6;5
7;61
8;79
9;64
10;69
11;89
12;163
13;181
14;112
15;123
16;112
17;137
18;136
19;90
20;62
21;42
22;3
12 December 2019;636
6;3
7;72
8;80
9;72
10;50
11;60
12;82
13;72
14;77
15;80
16;115
17;137
18;158
19;109
20;84
21;55
22;14
13 December 2019;604
6;1
7;47
8;58
9;67
10;49
11;51
12;120
13;114
14;91
15;83
16;116
17;117
18;143
19;73
20;74
21;54
22;10
14 December 2019;186
3;0
7;1
8;33
9;35
10;39
11;45
12;55
13;59
14;54
15;45
16;10
15 December 2019;215
2;0
4;0
7;2
8;28
9;33
10;50
11;46
12;65
13;69
14;70
15;61
16;21
16 December 2019;449
4;0
6;3
7;39
8;51
9;58
10;48
11;84
12;85
13;89
14;65
15;64
16;79
17;93
18;92
19;70
20;7
17 December 2019;451
6;2
7;43
8;64
9;61
10;47
11;51
12;84
13;85
14;78
15;50
16;93
17;89
18;111
19;85
20;29
18 December 2019;433
6;3
7;26
8;43
9;74
10;82
11;73
12;98
13;83
14;81
15;69
16;63
17;96
18;81
19;65
20;12
19 December 2019;314
6;3
7;26
8;42
9;51
10;33
11;42
12;57
13;63
14;55
15;43
16;60
17;70
18;64
19;50
20;7
20 December 2019;311
7;17
8;30
9;36
10;35
11;39
12;75
13;63
14;59
15;41
16;60
17;55
18;76
19;61
20;15
22 December 2019;1
11;1
15;1
23 December 2019;1
9;1
14;1
01 January 2020;1
18;1
23;1
02 January 2020;284
4;1
6;2
7;23
8;26
9;36
10;39
11;48
12;53
13;43
14;38
15;37
16;49
17;70
18;70
19;56
20;5
23;1
03 January 2020;324
6;4
7;21
8;37
9;34
10;39
11;52
12;72
13;67
14;53
15;47
16;75
17;66
18;71
19;55
20;6
04 January 2020;277
3;0
7;2
8;28
9;40
10;56
11;44
12;50
13;51
14;55
15;52
16;51
17;56
18;52
19;40
20;8
05 January 2020;289
3;0
7;1
8;21
9;34
10;48
11;51
12;56
13;47
14;55
15;53
16;51
17;73
18;53
19;42
20;14
06 January 2020;747
6;2
7;73
8;95
9;83
10;59
11;93
12;122
13;101
14;59
15;95
16;145
17;191
18;161
19;109
20;88
21;39
22;28
07 January 2020;828
6;1
7;60
8;81
9;79
10;67
11;85
12;130
13;126
14;112
15;113
16;153
17;188
18;198
19;152
20;128
21;47
22;7
08 January 2020;859
6;2
7;72
8;91
9;69
10;70
11;123
12;194
13;178
14;136
15;140
16;149
17;190
18;155
19;136
20;60
21;39
22;2
09 January 2020;772
6;2
7;71
8;73
9;73
10;57
11;81
12;120
13;114
14;82
15;84
16;147
17;178
18;203
